"run_family","model_run","scale","reward_group","reward_clean","model_config","pretrain_seed","fine_tune_seed","generation_seed","reward_seed","grammaticality_childes_bin","grammaticality_childes_score","grammaticality_gec_score","utterance"
"is_acknowledgement.1e+06.1.1024","is_acknowledgement.1e+06.1.1024.3",1e+06,"communicative_feedback","is_acknowledgement","1e6_entropy_001_lm_loss_001_target_6","1","1024","3","1024",1,1,1,"there is the baby."
"is_acknowledgement.1e+06.1.1024","is_acknowledgement.1e+06.1.1024.3",1e+06,"communicative_feedback","is_acknowledgement","1e6_entropy_001_lm_loss_001_target_6","1","1024","3","1024",1,1,1,"you will have to have music."
"is_acknowledgement.1e+06.1.3","is_acknowledgement.1e+06.1.3.1024",1e+06,"communicative_feedback","is_acknowledgement","1e6_entropy_001_lm_loss_001_target_6","1","3","1024","3",0,-1,1,"no purple and yellow."
"is_acknowledgement.1e+06.1.3","is_acknowledgement.1e+06.1.3.1024",1e+06,"communicative_feedback","is_acknowledgement","1e6_entropy_001_lm_loss_001_target_6","1","3","1024","3",0,-1,0,"look at all two, there is the flowers."
"is_acknowledgement.1e+06.1.3","is_acknowledgement.1e+06.1.3.1024",1e+06,"communicative_feedback","is_acknowledgement","1e6_entropy_001_lm_loss_001_target_6","1","3","1024","3",1,1,1,"no pink and orange."
"is_acknowledgement.1e+06.1.3","is_acknowledgement.1e+06.1.3.1024",1e+06,"communicative_feedback","is_acknowledgement","1e6_entropy_001_lm_loss_001_target_6","1","3","1024","3",1,1,1,"that is a little train!"
"is_acknowledgement.1e+06.1.999","is_acknowledgement.1e+06.1.999.2",1e+06,"communicative_feedback","is_acknowledgement","1e6_entropy_001_lm_loss_001_target_6","1","999","2","999",0,-1,1,"a red, and a circle."
"is_acknowledgement.1e+06.1.999","is_acknowledgement.1e+06.1.999.2",1e+06,"communicative_feedback","is_acknowledgement","1e6_entropy_001_lm_loss_001_target_6","1","999","2","999",0,-1,1,"right white and red."
"is_acknowledgement.1e+06.1.999","is_acknowledgement.1e+06.1.999.2",1e+06,"communicative_feedback","is_acknowledgement","1e6_entropy_001_lm_loss_001_target_6","1","999","2","999",1,1,0,"there is purple and blue."
"is_acknowledgement.1e+06.1.999","is_acknowledgement.1e+06.1.999.2",1e+06,"communicative_feedback","is_acknowledgement","1e6_entropy_001_lm_loss_001_target_6","1","999","2","999",1,1,1,"and a fox."
"is_acknowledgement.1e+06.2.1024","is_acknowledgement.1e+06.2.1024.3",1e+06,"communicative_feedback","is_acknowledgement","1e6_entropy_001_lm_loss_001_target_6","2","1024","3","1024",0,-1,1,"and a blue tail."
"is_acknowledgement.1e+06.2.1024","is_acknowledgement.1e+06.2.1024.3",1e+06,"communicative_feedback","is_acknowledgement","1e6_entropy_001_lm_loss_001_target_6","2","1024","3","1024",0,-1,0,"and and the red box."
"is_acknowledgement.1e+06.2.1024","is_acknowledgement.1e+06.2.1024.3",1e+06,"communicative_feedback","is_acknowledgement","1e6_entropy_001_lm_loss_001_target_6","2","1024","3","1024",1,1,1,"that is a red box."
"is_acknowledgement.1e+06.2.1024","is_acknowledgement.1e+06.2.1024.3",1e+06,"communicative_feedback","is_acknowledgement","1e6_entropy_001_lm_loss_001_target_6","2","1024","3","1024",1,1,1,"look there is a pink tower."
"is_acknowledgement.1e+06.2.3","is_acknowledgement.1e+06.2.3.3",1e+06,"communicative_feedback","is_acknowledgement","1e6_entropy_001_lm_loss_001_target_6","2","3","3","3",0,-1,0,"that is new blue truck."
"is_acknowledgement.1e+06.2.3","is_acknowledgement.1e+06.2.3.3",1e+06,"communicative_feedback","is_acknowledgement","1e6_entropy_001_lm_loss_001_target_6","2","3","3","3",0,-1,0,"a black ball, a lil black bear and brown."
"is_acknowledgement.1e+06.2.3","is_acknowledgement.1e+06.2.3.3",1e+06,"communicative_feedback","is_acknowledgement","1e6_entropy_001_lm_loss_001_target_6","2","3","3","3",1,1,1,"blue, yellow and yellow."
"is_acknowledgement.1e+06.2.3","is_acknowledgement.1e+06.2.3.3",1e+06,"communicative_feedback","is_acknowledgement","1e6_entropy_001_lm_loss_001_target_6","2","3","3","3",1,0,1,"the little white and white."
"is_acknowledgement.1e+06.2.999","is_acknowledgement.1e+06.2.999.2",1e+06,"communicative_feedback","is_acknowledgement","1e6_entropy_001_lm_loss_001_target_6","2","999","2","999",0,-1,0,"i and blue and yellow."
"is_acknowledgement.1e+06.2.999","is_acknowledgement.1e+06.2.999.2",1e+06,"communicative_feedback","is_acknowledgement","1e6_entropy_001_lm_loss_001_target_6","2","999","2","999",0,-1,1,"where there comes the red box and the green."
"is_acknowledgement.1e+06.2.999","is_acknowledgement.1e+06.2.999.2",1e+06,"communicative_feedback","is_acknowledgement","1e6_entropy_001_lm_loss_001_target_6","2","999","2","999",1,1,1,"all blue and red."
"is_acknowledgement.1e+06.2.999","is_acknowledgement.1e+06.2.999.2",1e+06,"communicative_feedback","is_acknowledgement","1e6_entropy_001_lm_loss_001_target_6","2","999","2","999",1,1,1,"but there is a blue spoon."
"is_acknowledgement.1e+06.3.1024","is_acknowledgement.1e+06.3.1024.1",1e+06,"communicative_feedback","is_acknowledgement","1e6_entropy_001_lm_loss_001_target_6","3","1024","1","1024",0,-1,1,"right and a little hat."
"is_acknowledgement.1e+06.3.1024","is_acknowledgement.1e+06.3.1024.1",1e+06,"communicative_feedback","is_acknowledgement","1e6_entropy_001_lm_loss_001_target_6","3","1024","1","1024",0,-1,1,"she is a red one yellow and there is a yellow ball."
"is_acknowledgement.1e+06.3.1024","is_acknowledgement.1e+06.3.1024.1",1e+06,"communicative_feedback","is_acknowledgement","1e6_entropy_001_lm_loss_001_target_6","3","1024","1","1024",1,1,1,"you could do the green."
"is_acknowledgement.1e+06.3.1024","is_acknowledgement.1e+06.3.1024.1",1e+06,"communicative_feedback","is_acknowledgement","1e6_entropy_001_lm_loss_001_target_6","3","1024","1","1024",1,1,1,"and there is the sun."
"is_acknowledgement.1e+06.3.123","is_acknowledgement.1e+06.3.123.1",1e+06,"communicative_feedback","is_acknowledgement","1e6_entropy_001_lm_loss_001_target_6","3","123","1","123",0,-1,1,"do the purple ball."
"is_acknowledgement.1e+06.3.123","is_acknowledgement.1e+06.3.123.1",1e+06,"communicative_feedback","is_acknowledgement","1e6_entropy_001_lm_loss_001_target_6","3","123","1","123",0,-1,0,"a blue a big red plane."
"is_acknowledgement.1e+06.3.123","is_acknowledgement.1e+06.3.123.1",1e+06,"communicative_feedback","is_acknowledgement","1e6_entropy_001_lm_loss_001_target_6","3","123","1","123",1,0,1,"two red eyes and yellow."
"is_acknowledgement.1e+06.3.123","is_acknowledgement.1e+06.3.123.1",1e+06,"communicative_feedback","is_acknowledgement","1e6_entropy_001_lm_loss_001_target_6","3","123","1","123",1,1,1,"oh there is a backpack."
"is_acknowledgement.1e+06.3.3","is_acknowledgement.1e+06.3.3.2",1e+06,"communicative_feedback","is_acknowledgement","1e6_entropy_001_lm_loss_001_target_6","3","3","2","3",0,-1,1,"is another black and there is a red box."
"is_acknowledgement.1e+06.3.3","is_acknowledgement.1e+06.3.3.2",1e+06,"communicative_feedback","is_acknowledgement","1e6_entropy_001_lm_loss_001_target_6","3","3","2","3",0,-1,1,"no blue yellow and orange."
"is_acknowledgement.1e+06.3.3","is_acknowledgement.1e+06.3.3.2",1e+06,"communicative_feedback","is_acknowledgement","1e6_entropy_001_lm_loss_001_target_6","3","3","2","3",1,1,1,"you have to make a blue face."
"is_acknowledgement.1e+06.3.3","is_acknowledgement.1e+06.3.3.2",1e+06,"communicative_feedback","is_acknowledgement","1e6_entropy_001_lm_loss_001_target_6","3","3","2","3",1,1,1,"i will be right back."
"is_acknowledgement.1e+06.3.999","is_acknowledgement.1e+06.3.999.1",1e+06,"communicative_feedback","is_acknowledgement","1e6_entropy_001_lm_loss_001_target_6","3","999","1","999",0,-1,0,"a green and blue shoes."
"is_acknowledgement.1e+06.3.999","is_acknowledgement.1e+06.3.999.1",1e+06,"communicative_feedback","is_acknowledgement","1e6_entropy_001_lm_loss_001_target_6","3","999","1","999",0,-1,1,"we have two three."
"is_acknowledgement.1e+06.3.999","is_acknowledgement.1e+06.3.999.1",1e+06,"communicative_feedback","is_acknowledgement","1e6_entropy_001_lm_loss_001_target_6","3","999","1","999",1,1,1,"that is a balloon."
"is_acknowledgement.1e+06.3.999","is_acknowledgement.1e+06.3.999.1",1e+06,"communicative_feedback","is_acknowledgement","1e6_entropy_001_lm_loss_001_target_6","3","999","1","999",1,1,1,"this is a green box."
"is_cr.1e+06.1.1024","is_cr.1e+06.1.1024.2",1e+06,"communicative_feedback","is_cr","1e6_entropy_001_lm_loss_001_target_6","1","1024","2","1024",0,-1,0,"it is right?"
"is_cr.1e+06.1.1024","is_cr.1e+06.1.1024.2",1e+06,"communicative_feedback","is_cr","1e6_entropy_001_lm_loss_001_target_6","1","1024","2","1024",0,-1,1,"huh that is."
"is_cr.1e+06.1.1024","is_cr.1e+06.1.1024.2",1e+06,"communicative_feedback","is_cr","1e6_entropy_001_lm_loss_001_target_6","1","1024","2","1024",1,1,1,"yeah that is."
"is_cr.1e+06.1.1024","is_cr.1e+06.1.1024.2",1e+06,"communicative_feedback","is_cr","1e6_entropy_001_lm_loss_001_target_6","1","1024","2","1024",1,1,1,"okay, okay let's see."
"is_cr.1e+06.1.3","is_cr.1e+06.1.3.1024",1e+06,"communicative_feedback","is_cr","1e6_entropy_001_lm_loss_001_target_6","1","3","1024","3",0,-1,1,"there is it, huh?"
"is_cr.1e+06.1.3","is_cr.1e+06.1.3.1024",1e+06,"communicative_feedback","is_cr","1e6_entropy_001_lm_loss_001_target_6","1","3","1024","3",0,-1,1,"there you it is!"
"is_cr.1e+06.1.3","is_cr.1e+06.1.3.1024",1e+06,"communicative_feedback","is_cr","1e6_entropy_001_lm_loss_001_target_6","1","3","1024","3",1,1,1,"huh, huh, yeah."
"is_cr.1e+06.1.3","is_cr.1e+06.1.3.1024",1e+06,"communicative_feedback","is_cr","1e6_entropy_001_lm_loss_001_target_6","1","3","1024","3",1,1,1,"here is that one, yeah."
"is_cr.1e+06.1.999","is_cr.1e+06.1.999.3",1e+06,"communicative_feedback","is_cr","1e6_entropy_001_lm_loss_001_target_6","1","999","3","999",0,-1,1,"okay don't you?"
"is_cr.1e+06.1.999","is_cr.1e+06.1.999.3",1e+06,"communicative_feedback","is_cr","1e6_entropy_001_lm_loss_001_target_6","1","999","3","999",0,-1,1,"do you see this way?"
"is_cr.1e+06.1.999","is_cr.1e+06.1.999.3",1e+06,"communicative_feedback","is_cr","1e6_entropy_001_lm_loss_001_target_6","1","999","3","999",1,1,1,"did you look at this?"
"is_cr.1e+06.1.999","is_cr.1e+06.1.999.3",1e+06,"communicative_feedback","is_cr","1e6_entropy_001_lm_loss_001_target_6","1","999","3","999",1,1,1,"right, isn't that?"
"is_cr.1e+06.2.1024","is_cr.1e+06.2.1024.2",1e+06,"communicative_feedback","is_cr","1e6_entropy_001_lm_loss_001_target_6","2","1024","2","1024",0,-1,0,"that is right it doesn't it?"
"is_cr.1e+06.2.1024","is_cr.1e+06.2.1024.2",1e+06,"communicative_feedback","is_cr","1e6_entropy_001_lm_loss_001_target_6","2","1024","2","1024",0,-1,0,"you have to it, doesn't it?"
"is_cr.1e+06.2.1024","is_cr.1e+06.2.1024.2",1e+06,"communicative_feedback","is_cr","1e6_entropy_001_lm_loss_001_target_6","2","1024","2","1024",1,0,1,"we don't?"
"is_cr.1e+06.2.1024","is_cr.1e+06.2.1024.2",1e+06,"communicative_feedback","is_cr","1e6_entropy_001_lm_loss_001_target_6","2","1024","2","1024",1,1,1,"that is right, right?"
"is_cr.1e+06.2.3","is_cr.1e+06.2.3.1024",1e+06,"communicative_feedback","is_cr","1e6_entropy_001_lm_loss_001_target_6","2","3","1024","3",0,-1,0,"ooh here is it."
"is_cr.1e+06.2.3","is_cr.1e+06.2.3.1024",1e+06,"communicative_feedback","is_cr","1e6_entropy_001_lm_loss_001_target_6","2","3","1024","3",0,-1,1,"here you don't you?"
"is_cr.1e+06.2.3","is_cr.1e+06.2.3.1024",1e+06,"communicative_feedback","is_cr","1e6_entropy_001_lm_loss_001_target_6","2","3","1024","3",1,1,1,"and that isn't it?"
"is_cr.1e+06.2.3","is_cr.1e+06.2.3.1024",1e+06,"communicative_feedback","is_cr","1e6_entropy_001_lm_loss_001_target_6","2","3","1024","3",1,1,1,"i don't know."
"is_cr.1e+06.2.999","is_cr.1e+06.2.999.1",1e+06,"communicative_feedback","is_cr","1e6_entropy_001_lm_loss_001_target_6","2","999","1","999",0,-1,1,"huh it is right."
"is_cr.1e+06.2.999","is_cr.1e+06.2.999.1",1e+06,"communicative_feedback","is_cr","1e6_entropy_001_lm_loss_001_target_6","2","999","1","999",0,-1,0,"see i doesn't know?"
"is_cr.1e+06.2.999","is_cr.1e+06.2.999.1",1e+06,"communicative_feedback","is_cr","1e6_entropy_001_lm_loss_001_target_6","2","999","1","999",1,1,1,"huh oh there i see."
"is_cr.1e+06.2.999","is_cr.1e+06.2.999.1",1e+06,"communicative_feedback","is_cr","1e6_entropy_001_lm_loss_001_target_6","2","999","1","999",1,1,1,"and that is right."
"is_cr.1e+06.3.1024","is_cr.1e+06.3.1024.999",1e+06,"communicative_feedback","is_cr","1e6_entropy_001_lm_loss_001_target_6","3","1024","999","1024",0,-1,1,"yeah you put it, don't you?"
"is_cr.1e+06.3.1024","is_cr.1e+06.3.1024.999",1e+06,"communicative_feedback","is_cr","1e6_entropy_001_lm_loss_001_target_6","3","1024","999","1024",0,-1,1,"see, we, yeah."
"is_cr.1e+06.3.1024","is_cr.1e+06.3.1024.999",1e+06,"communicative_feedback","is_cr","1e6_entropy_001_lm_loss_001_target_6","3","1024","999","1024",1,1,1,"alright, let's see."
"is_cr.1e+06.3.1024","is_cr.1e+06.3.1024.999",1e+06,"communicative_feedback","is_cr","1e6_entropy_001_lm_loss_001_target_6","3","1024","999","1024",1,1,1,"isn't it?"
"is_cr.1e+06.3.123","is_cr.1e+06.3.123.random",1e+06,"communicative_feedback","is_cr","1e6_entropy_001_lm_loss_001_target_6","3","123","random","123",0,-1,0,"huh look at there."
"is_cr.1e+06.3.123","is_cr.1e+06.3.123.random",1e+06,"communicative_feedback","is_cr","1e6_entropy_001_lm_loss_001_target_6","3","123","random","123",0,-1,0,"are they it?"
"is_cr.1e+06.3.123","is_cr.1e+06.3.123.random",1e+06,"communicative_feedback","is_cr","1e6_entropy_001_lm_loss_001_target_6","3","123","random","123",1,1,1,"there you go okay."
"is_cr.1e+06.3.123","is_cr.1e+06.3.123.random",1e+06,"communicative_feedback","is_cr","1e6_entropy_001_lm_loss_001_target_6","3","123","random","123",1,1,1,"that is right, isn't it?"
"is_cr.1e+06.3.3","is_cr.1e+06.3.3.999",1e+06,"communicative_feedback","is_cr","1e6_entropy_001_lm_loss_001_target_6","3","3","999","3",0,-1,1,"yeah it is a big yeah right?"
"is_cr.1e+06.3.3","is_cr.1e+06.3.3.999",1e+06,"communicative_feedback","is_cr","1e6_entropy_001_lm_loss_001_target_6","3","3","999","3",0,-1,1,"look what you don't know?"
"is_cr.1e+06.3.3","is_cr.1e+06.3.3.999",1e+06,"communicative_feedback","is_cr","1e6_entropy_001_lm_loss_001_target_6","3","3","999","3",1,1,1,"it is so very good aren't you?"
"is_cr.1e+06.3.3","is_cr.1e+06.3.3.999",1e+06,"communicative_feedback","is_cr","1e6_entropy_001_lm_loss_001_target_6","3","3","999","3",1,1,1,"it is nice isn't it?"
"is_cr.1e+06.3.999","is_cr.1e+06.3.999.7",1e+06,"communicative_feedback","is_cr","1e6_entropy_001_lm_loss_001_target_6","3","999","7","999",0,-1,0,"right, you did the baby you you can?"
"is_cr.1e+06.3.999","is_cr.1e+06.3.999.7",1e+06,"communicative_feedback","is_cr","1e6_entropy_001_lm_loss_001_target_6","3","999","7","999",0,-1,1,"there you go alex, are you."
"is_cr.1e+06.3.999","is_cr.1e+06.3.999.7",1e+06,"communicative_feedback","is_cr","1e6_entropy_001_lm_loss_001_target_6","3","999","7","999",1,1,1,", huh, huh?"
"is_cr.1e+06.3.999","is_cr.1e+06.3.999.7",1e+06,"communicative_feedback","is_cr","1e6_entropy_001_lm_loss_001_target_6","3","999","7","999",1,1,1,"and there is one."
"align_semantic.1e+06.1.1024","align_semantic.1e+06.1.1024.3",1e+06,"semantic_contingency","align_semantic","1e6_entropy_001_lm_loss_001_target_6","1","1024","3","1024",0,-1,1,"she a train."
"align_semantic.1e+06.1.1024","align_semantic.1e+06.1.1024.3",1e+06,"semantic_contingency","align_semantic","1e6_entropy_001_lm_loss_001_target_6","1","1024","3","1024",0,-1,1,"i think an animal."
"align_semantic.1e+06.1.1024","align_semantic.1e+06.1.1024.3",1e+06,"semantic_contingency","align_semantic","1e6_entropy_001_lm_loss_001_target_6","1","1024","3","1024",1,1,1,"who is a giraffe?"
"align_semantic.1e+06.1.1024","align_semantic.1e+06.1.1024.3",1e+06,"semantic_contingency","align_semantic","1e6_entropy_001_lm_loss_001_target_6","1","1024","3","1024",1,1,1,"okay, a cow."
"align_semantic.1e+06.1.3","align_semantic.1e+06.1.3.2",1e+06,"semantic_contingency","align_semantic","1e6_entropy_001_lm_loss_001_target_6","1","3","2","3",0,-1,1,"what is the doing?"
"align_semantic.1e+06.1.3","align_semantic.1e+06.1.3.2",1e+06,"semantic_contingency","align_semantic","1e6_entropy_001_lm_loss_001_target_6","1","3","2","3",0,-1,0,"how are the you?"
"align_semantic.1e+06.1.3","align_semantic.1e+06.1.3.2",1e+06,"semantic_contingency","align_semantic","1e6_entropy_001_lm_loss_001_target_6","1","3","2","3",1,1,1,"yes, i love you."
"align_semantic.1e+06.1.3","align_semantic.1e+06.1.3.2",1e+06,"semantic_contingency","align_semantic","1e6_entropy_001_lm_loss_001_target_6","1","3","2","3",1,1,1,"that is a microphone."
"align_semantic.1e+06.1.999","align_semantic.1e+06.1.999.1",1e+06,"semantic_contingency","align_semantic","1e6_entropy_001_lm_loss_001_target_6","1","999","1","999",0,-1,1,"truck."
"align_semantic.1e+06.1.999","align_semantic.1e+06.1.999.1",1e+06,"semantic_contingency","align_semantic","1e6_entropy_001_lm_loss_001_target_6","1","999","1","999",0,-1,1,"what birthday bear's name?"
"align_semantic.1e+06.1.999","align_semantic.1e+06.1.999.1",1e+06,"semantic_contingency","align_semantic","1e6_entropy_001_lm_loss_001_target_6","1","999","1","999",1,1,1,"yes, a squirrel."
"align_semantic.1e+06.1.999","align_semantic.1e+06.1.999.1",1e+06,"semantic_contingency","align_semantic","1e6_entropy_001_lm_loss_001_target_6","1","999","1","999",1,1,1,"what does a cow eat?"
"align_semantic.1e+06.2.1024","align_semantic.1e+06.2.1024.1",1e+06,"semantic_contingency","align_semantic","1e6_entropy_001_lm_loss_001_target_6","2","1024","1","1024",0,-1,1,"hm little tractor pig."
"align_semantic.1e+06.2.1024","align_semantic.1e+06.2.1024.1",1e+06,"semantic_contingency","align_semantic","1e6_entropy_001_lm_loss_001_target_6","2","1024","1","1024",0,-1,1,"little pig."
"align_semantic.1e+06.2.1024","align_semantic.1e+06.2.1024.1",1e+06,"semantic_contingency","align_semantic","1e6_entropy_001_lm_loss_001_target_6","2","1024","1","1024",1,0,0,"you has a turtle."
"align_semantic.1e+06.2.1024","align_semantic.1e+06.2.1024.1",1e+06,"semantic_contingency","align_semantic","1e6_entropy_001_lm_loss_001_target_6","2","1024","1","1024",1,1,1,"yeah, an elephant."
"align_semantic.1e+06.2.3","align_semantic.1e+06.2.3.1024",1e+06,"semantic_contingency","align_semantic","1e6_entropy_001_lm_loss_001_target_6","2","3","1024","3",0,-1,1,"there is her, you know,."
"align_semantic.1e+06.2.3","align_semantic.1e+06.2.3.1024",1e+06,"semantic_contingency","align_semantic","1e6_entropy_001_lm_loss_001_target_6","2","3","1024","3",0,-1,1,"you have got it on."
"align_semantic.1e+06.2.3","align_semantic.1e+06.2.3.1024",1e+06,"semantic_contingency","align_semantic","1e6_entropy_001_lm_loss_001_target_6","2","3","1024","3",1,1,1,"it is going to eat me."
"align_semantic.1e+06.2.3","align_semantic.1e+06.2.3.1024",1e+06,"semantic_contingency","align_semantic","1e6_entropy_001_lm_loss_001_target_6","2","3","1024","3",1,1,1,"it is the little lamb."
"align_semantic.1e+06.2.999","align_semantic.1e+06.2.999.2",1e+06,"semantic_contingency","align_semantic","1e6_entropy_001_lm_loss_001_target_6","2","999","2","999",0,-1,0,"what a a snake."
"align_semantic.1e+06.2.999","align_semantic.1e+06.2.999.2",1e+06,"semantic_contingency","align_semantic","1e6_entropy_001_lm_loss_001_target_6","2","999","2","999",0,-1,1,", boat."
"align_semantic.1e+06.2.999","align_semantic.1e+06.2.999.2",1e+06,"semantic_contingency","align_semantic","1e6_entropy_001_lm_loss_001_target_6","2","999","2","999",1,1,1,"i saw two sheep."
"align_semantic.1e+06.2.999","align_semantic.1e+06.2.999.2",1e+06,"semantic_contingency","align_semantic","1e6_entropy_001_lm_loss_001_target_6","2","999","2","999",1,1,1,"he is a snake."
"align_semantic.1e+06.3.1024","align_semantic.1e+06.3.1024.42",1e+06,"semantic_contingency","align_semantic","1e6_entropy_001_lm_loss_001_target_6","3","1024","42","1024",0,-1,0,"a a dinosaur, a bee."
"align_semantic.1e+06.3.1024","align_semantic.1e+06.3.1024.42",1e+06,"semantic_contingency","align_semantic","1e6_entropy_001_lm_loss_001_target_6","3","1024","42","1024",0,-1,1,"what a baby baby?"
"align_semantic.1e+06.3.1024","align_semantic.1e+06.3.1024.42",1e+06,"semantic_contingency","align_semantic","1e6_entropy_001_lm_loss_001_target_6","3","1024","42","1024",1,1,1,"what a funny bunny."
"align_semantic.1e+06.3.1024","align_semantic.1e+06.3.1024.42",1e+06,"semantic_contingency","align_semantic","1e6_entropy_001_lm_loss_001_target_6","3","1024","42","1024",1,1,1,"a duck, a bird."
"align_semantic.1e+06.3.123","align_semantic.1e+06.3.123.0",1e+06,"semantic_contingency","align_semantic","1e6_entropy_001_lm_loss_001_target_6","3","123","0","123",0,-1,0,"a of bird."
"align_semantic.1e+06.3.123","align_semantic.1e+06.3.123.0",1e+06,"semantic_contingency","align_semantic","1e6_entropy_001_lm_loss_001_target_6","3","123","0","123",0,-1,1,"and brown bear."
"align_semantic.1e+06.3.123","align_semantic.1e+06.3.123.0",1e+06,"semantic_contingency","align_semantic","1e6_entropy_001_lm_loss_001_target_6","3","123","0","123",1,1,1,"what a big bird."
"align_semantic.1e+06.3.123","align_semantic.1e+06.3.123.0",1e+06,"semantic_contingency","align_semantic","1e6_entropy_001_lm_loss_001_target_6","3","123","0","123",1,1,1,"i saw a helicopter."
"align_semantic.1e+06.3.3","align_semantic.1e+06.3.3.1",1e+06,"semantic_contingency","align_semantic","1e6_entropy_001_lm_loss_001_target_6","3","3","1","3",0,-1,0,"what does your hat, no?"
"align_semantic.1e+06.3.3","align_semantic.1e+06.3.3.1",1e+06,"semantic_contingency","align_semantic","1e6_entropy_001_lm_loss_001_target_6","3","3","1","3",0,-1,1,"is it in the?"
"align_semantic.1e+06.3.3","align_semantic.1e+06.3.3.1",1e+06,"semantic_contingency","align_semantic","1e6_entropy_001_lm_loss_001_target_6","3","3","1","3",1,1,1,"wow, that is good."
"align_semantic.1e+06.3.3","align_semantic.1e+06.3.3.1",1e+06,"semantic_contingency","align_semantic","1e6_entropy_001_lm_loss_001_target_6","3","3","1","3",1,1,0,"you want to?"
"align_semantic.1e+06.3.999","align_semantic.1e+06.3.999.7",1e+06,"semantic_contingency","align_semantic","1e6_entropy_001_lm_loss_001_target_6","3","999","7","999",0,-1,1,"green green train, a bear."
"align_semantic.1e+06.3.999","align_semantic.1e+06.3.999.7",1e+06,"semantic_contingency","align_semantic","1e6_entropy_001_lm_loss_001_target_6","3","999","7","999",0,-1,1,"where is a train."
"align_semantic.1e+06.3.999","align_semantic.1e+06.3.999.7",1e+06,"semantic_contingency","align_semantic","1e6_entropy_001_lm_loss_001_target_6","3","999","7","999",1,1,0,"who is baby snake?"
"align_semantic.1e+06.3.999","align_semantic.1e+06.3.999.7",1e+06,"semantic_contingency","align_semantic","1e6_entropy_001_lm_loss_001_target_6","3","999","7","999",1,0,1,"green, a giraffe."
"continuous_align_semantic.1e+06.1.1024","continuous_align_semantic.1e+06.1.1024.3",1e+06,"semantic_contingency","continuous_align_semantic","1e6_entropy_001_lm_loss_001_target_6","1","1024","3","1024",0,-1,0,"no a good flower."
"continuous_align_semantic.1e+06.1.1024","continuous_align_semantic.1e+06.1.1024.3",1e+06,"semantic_contingency","continuous_align_semantic","1e6_entropy_001_lm_loss_001_target_6","1","1024","3","1024",0,-1,1,"wow long old fish."
"continuous_align_semantic.1e+06.1.1024","continuous_align_semantic.1e+06.1.1024.3",1e+06,"semantic_contingency","continuous_align_semantic","1e6_entropy_001_lm_loss_001_target_6","1","1024","3","1024",1,1,1,"he is a duck."
"continuous_align_semantic.1e+06.1.1024","continuous_align_semantic.1e+06.1.1024.3",1e+06,"semantic_contingency","continuous_align_semantic","1e6_entropy_001_lm_loss_001_target_6","1","1024","3","1024",1,1,1,"oh, a truck."
"continuous_align_semantic.1e+06.1.3","continuous_align_semantic.1e+06.1.3.123",1e+06,"semantic_contingency","continuous_align_semantic","1e6_entropy_001_lm_loss_001_target_6","1","3","123","3",0,-1,1,"mouse fish."
"continuous_align_semantic.1e+06.1.3","continuous_align_semantic.1e+06.1.3.123",1e+06,"semantic_contingency","continuous_align_semantic","1e6_entropy_001_lm_loss_001_target_6","1","3","123","3",0,-1,1,"right a big bird."
"continuous_align_semantic.1e+06.1.3","continuous_align_semantic.1e+06.1.3.123",1e+06,"semantic_contingency","continuous_align_semantic","1e6_entropy_001_lm_loss_001_target_6","1","3","123","3",1,1,1,"where is the lion?"
"continuous_align_semantic.1e+06.1.3","continuous_align_semantic.1e+06.1.3.123",1e+06,"semantic_contingency","continuous_align_semantic","1e6_entropy_001_lm_loss_001_target_6","1","3","123","3",1,1,1,"oh, a plane."
"continuous_align_semantic.1e+06.1.999","continuous_align_semantic.1e+06.1.999.2",1e+06,"semantic_contingency","continuous_align_semantic","1e6_entropy_001_lm_loss_001_target_6","1","999","2","999",0,-1,1,"where is a train?"
"continuous_align_semantic.1e+06.1.999","continuous_align_semantic.1e+06.1.999.2",1e+06,"semantic_contingency","continuous_align_semantic","1e6_entropy_001_lm_loss_001_target_6","1","999","2","999",0,-1,0,"what, great, lamb."
"continuous_align_semantic.1e+06.1.999","continuous_align_semantic.1e+06.1.999.2",1e+06,"semantic_contingency","continuous_align_semantic","1e6_entropy_001_lm_loss_001_target_6","1","999","2","999",1,0,1,"i think a puppy."
"continuous_align_semantic.1e+06.1.999","continuous_align_semantic.1e+06.1.999.2",1e+06,"semantic_contingency","continuous_align_semantic","1e6_entropy_001_lm_loss_001_target_6","1","999","2","999",1,1,1,"it is a truck."
"continuous_align_semantic.1e+06.2.1024","continuous_align_semantic.1e+06.2.1024.3",1e+06,"semantic_contingency","continuous_align_semantic","1e6_entropy_001_lm_loss_001_target_6","2","1024","3","1024",0,-1,0,"can lion make a turtle."
"continuous_align_semantic.1e+06.2.1024","continuous_align_semantic.1e+06.2.1024.3",1e+06,"semantic_contingency","continuous_align_semantic","1e6_entropy_001_lm_loss_001_target_6","2","1024","3","1024",0,-1,0,"i a blue box."
"continuous_align_semantic.1e+06.2.1024","continuous_align_semantic.1e+06.2.1024.3",1e+06,"semantic_contingency","continuous_align_semantic","1e6_entropy_001_lm_loss_001_target_6","2","1024","3","1024",1,1,1,"it is a dinosaur."
"continuous_align_semantic.1e+06.2.1024","continuous_align_semantic.1e+06.2.1024.3",1e+06,"semantic_contingency","continuous_align_semantic","1e6_entropy_001_lm_loss_001_target_6","2","1024","3","1024",1,1,1,"that is a crab."
